employee_id,project_id,role,allocation_percent
EMP-0127,PRJ-0095,عضو فريق,30
EMP-0609,PRJ-0096,قائد مسار,20
EMP-0640,PRJ-0096,محلل أعمال,30
EMP-0671,PRJ-0096,مهندس حلول,40
EMP-0702,PRJ-0096,عضو فريق,50
EMP-0733,PRJ-0096,قائد مسار,60
EMP-0764,PRJ-0096,محلل أعمال,20
EMP-0795,PRJ-0096,مهندس حلول,30
EMP-0026,PRJ-0096,عضو فريق,40
EMP-0057,PRJ-0096,قائد مسار,50
EMP-0088,PRJ-0096,محلل أعمال,60
EMP-0119,PRJ-0096,مهندس حلول,20
EMP-0150,PRJ-0096,عضو فريق,30
EMP-0632,PRJ-0097,قائد مسار,20
EMP-0663,PRJ-0097,محلل أعمال,30
EMP-0694,PRJ-0097,مهندس حلول,40
EMP-0725,PRJ-0097,عضو فريق,50
EMP-0756,PRJ-0097,قائد مسار,60
EMP-0787,PRJ-0097,محلل أعمال,20
EMP-0018,PRJ-0097,مهندس حلول,30
EMP-0049,PRJ-0097,عضو فريق,40
EMP-0080,PRJ-0097,قائد مسار,50
EMP-0111,PRJ-0097,محلل أعمال,60
EMP-0142,PRJ-0097,مهندس حلول,20
EMP-0173,PRJ-0097,عضو فريق,30
EMP-0655,PRJ-0098,قائد مسار,20
EMP-0686,PRJ-0098,محلل أعمال,30
EMP-0717,PRJ-0098,مهندس حلول,40
EMP-0748,PRJ-0098,عضو فريق,50
EMP-0779,PRJ-0098,قائد مسار,60
EMP-0010,PRJ-0098,محلل أعمال,20
EMP-0041,PRJ-0098,مهندس حلول,30
EMP-0072,PRJ-0098,عضو فريق,40
EMP-0103,PRJ-0098,قائد مسار,50
EMP-0134,PRJ-0098,محلل أعمال,60
EMP-0165,PRJ-0098,مهندس حلول,20
EMP-0196,PRJ-0098,عضو فريق,30
EMP-0678,PRJ-0099,قائد مسار,20
EMP-0709,PRJ-0099,محلل أعمال,30
EMP-0740,PRJ-0099,مهندس حلول,40
EMP-0771,PRJ-0099,عضو فريق,50
EMP-0002,PRJ-0099,قائد مسار,60
EMP-0033,PRJ-0099,محلل أعمال,20
EMP-0064,PRJ-0099,مهندس حلول,30
EMP-0095,PRJ-0099,عضو فريق,40
EMP-0126,PRJ-0099,قائد مسار,50
EMP-0157,PRJ-0099,محلل أعمال,60
EMP-0188,PRJ-0099,مهندس حلول,20
EMP-0219,PRJ-0099,عضو فريق,30
EMP-0701,PRJ-0100,قائد مسار,20
EMP-0732,PRJ-0100,محلل أعمال,30
EMP-0763,PRJ-0100,مهندس حلول,40
EMP-0794,PRJ-0100,عضو فريق,50
EMP-0025,PRJ-0100,قائد مسار,60
EMP-0056,PRJ-0100,محلل أعمال,20
EMP-0087,PRJ-0100,مهندس حلول,30
EMP-0118,PRJ-0100,عضو فريق,40
EMP-0149,PRJ-0100,قائد مسار,50
EMP-0180,PRJ-0100,محلل أعمال,60
EMP-0211,PRJ-0100,مهندس حلول,20
EMP-0242,PRJ-0100,عضو فريق,30
