lsoa_code,lsoa_name,population,reference_year,source
E01033305,,1282,2024,Office for National Statistics
E01033306,,1805,2024,Office for National Statistics
E01033415,,3091,2024,Office for National Statistics
E01033417,,1154,2024,Office for National Statistics
E01033418,,2124,2024,Office for National Statistics
E01033420,,1412,2024,Office for National Statistics
E01033421,,2417,2024,Office for National Statistics
E01033422,,1497,2024,Office for National Statistics
E01033423,,2046,2024,Office for National Statistics
E01033497,,2163,2024,Office for National Statistics
E01033498,,2006,2024,Office for National Statistics
E01033499,,2633,2024,Office for National Statistics
E01033500,,2521,2024,Office for National Statistics
E01033501,,2245,2024,Office for National Statistics
E01033503,,2682,2024,Office for National Statistics
E01033506,,2191,2024,Office for National Statistics
E01033508,,2875,2024,Office for National Statistics
E01033511,,1953,2024,Office for National Statistics
E01033514,,1740,2024,Office for National Statistics
E01033515,,1964,2024,Office for National Statistics
E01033517,,1537,2024,Office for National Statistics
E01033519,,4215,2024,Office for National Statistics
E01033520,,1823,2024,Office for National Statistics
E01033522,,2153,2024,Office for National Statistics
E01033523,,1478,2024,Office for National Statistics
E01033814,,1978,2024,Office for National Statistics
E01033838,,1667,2024,Office for National Statistics
E01033839,,1916,2024,Office for National Statistics
E01033851,,3331,2024,Office for National Statistics
E01033852,,1546,2024,Office for National Statistics
E01033853,,1875,2024,Office for National Statistics
E01033854,,2409,2024,Office for National Statistics
E01033855,,1372,2024,Office for National Statistics
E01033856,,1166,2024,Office for National Statistics
E01033857,,2243,2024,Office for National Statistics
E01033858,,2371,2024,Office for National Statistics
E01033859,,1473,2024,Office for National Statistics
E01033951,,1469,2024,Office for National Statistics
E01033952,,1442,2024,Office for National Statistics
E01033953,,1717,2024,Office for National Statistics
E01033954,,1635,2024,Office for National Statistics
E01033955,,2995,2024,Office for National Statistics
E01033956,,1687,2024,Office for National Statistics
E01033957,,1706,2024,Office for National Statistics
E01033958,,1615,2024,Office for National Statistics
E01033959,,1503,2024,Office for National Statistics
E01033960,,2962,2024,Office for National Statistics
E01033961,,1940,2024,Office for National Statistics
E01033962,,1778,2024,Office for National Statistics
E01033963,,1642,2024,Office for National Statistics
E01033964,,1745,2024,Office for National Statistics
E01033965,,1613,2024,Office for National Statistics
E01033966,,2906,2024,Office for National Statistics
E01033967,,1517,2024,Office for National Statistics
E01033968,,1906,2024,Office for National Statistics
E01033969,,1536,2024,Office for National Statistics
E01033970,,1573,2024,Office for National Statistics
E01033971,,1855,2024,Office for National Statistics
E01033972,,1978,2024,Office for National Statistics
E01033973,,1275,2024,Office for National Statistics
E01033974,,1784,2024,Office for National Statistics
E01033975,,1411,2024,Office for National Statistics
E01034446,,1653,2024,Office for National Statistics
E01034447,,1255,2024,Office for National Statistics
E01034448,,1703,2024,Office for National Statistics
E01034449,,2363,2024,Office for National Statistics
E01034450,,1710,2024,Office for National Statistics
E01034451,,6816,2024,Office for National Statistics
E01034452,,2389,2024,Office for National Statistics
E01034453,,2549,2024,Office for National Statistics
E01034454,,1897,2024,Office for National Statistics
E01034455,,2239,2024,Office for National Statistics
E01034456,,1923,2024,Office for National Statistics
E01034457,,2334,2024,Office for National Statistics
E01034458,,2683,2024,Office for National Statistics
E01034459,,2045,2024,Office for National Statistics
E01034460,,2301,2024,Office for National Statistics
E01034461,,1855,2024,Office for National Statistics
E01034462,,1354,2024,Office for National Statistics
E01034463,,2422,2024,Office for National Statistics
E01034464,,2108,2024,Office for National Statistics
E01034465,,1963,2024,Office for National Statistics
E01034466,,3684,2024,Office for National Statistics
E01034467,,2168,2024,Office for National Statistics
E01034468,,1114,2024,Office for National Statistics
E01034751,,1540,2024,Office for National Statistics
E01035234,,1160,2024,Office for National Statistics
E01035235,,1808,2024,Office for National Statistics
E01035236,,2243,2024,Office for National Statistics
E01035237,,1984,2024,Office for National Statistics
E01035238,,1435,2024,Office for National Statistics
E01035239,,1119,2024,Office for National Statistics
E01035240,,1826,2024,Office for National Statistics
E01035241,,1462,2024,Office for National Statistics
E01035242,,2240,2024,Office for National Statistics
E01035243,,1851,2024,Office for National Statistics
E01035244,,1401,2024,Office for National Statistics
E01035245,,1705,2024,Office for National Statistics
E01035246,,1868,2024,Office for National Statistics
E01035247,,2019,2024,Office for National Statistics
E01035248,,1750,2024,Office for National Statistics
E01035249,,1368,2024,Office for National Statistics
E01035250,,1837,2024,Office for National Statistics
E01035251,,2772,2024,Office for National Statistics
E01035252,,1538,2024,Office for National Statistics
E01035253,,1752,2024,Office for National Statistics
E01035254,,2057,2024,Office for National Statistics
E01035255,,1122,2024,Office for National Statistics
E01035256,,2565,2024,Office for National Statistics
E01035257,,2941,2024,Office for National Statistics
E01035258,,1428,2024,Office for National Statistics
E01035259,,1879,2024,Office for National Statistics
E01035260,,2440,2024,Office for National Statistics
E01035261,,2143,2024,Office for National Statistics
E01035262,,1993,2024,Office for National Statistics
E01035263,,1967,2024,Office for National Statistics
E01035264,,1908,2024,Office for National Statistics
E01035265,,3035,2024,Office for National Statistics
E01035266,,1758,2024,Office for National Statistics
E01035267,,1669,2024,Office for National Statistics
E01035268,,1439,2024,Office for National Statistics
E01035269,,4043,2024,Office for National Statistics
E01035565,,3223,2024,Office for National Statistics
E01035723,,1243,2024,Office for National Statistics
E01035724,,2759,2024,Office for National Statistics
E01035725,,1581,2024,Office for National Statistics
E01035726,,1758,2024,Office for National Statistics
E01035727,,1930,2024,Office for National Statistics
E01035728,,1929,2024,Office for National Statistics
E01035729,,1660,2024,Office for National Statistics
E01035730,,2111,2024,Office for National Statistics
E01035731,,1600,2024,Office for National Statistics
E01035733,,2388,2024,Office for National Statistics
E01035734,,1374,2024,Office for National Statistics
E01035735,,1815,2024,Office for National Statistics
E01035736,,1677,2024,Office for National Statistics
E01035737,,3079,2024,Office for National Statistics
E01035738,,1843,2024,Office for National Statistics
E01035739,,1826,2024,Office for National Statistics
E01035740,,2741,2024,Office for National Statistics
E01035741,,2394,2024,Office for National Statistics
E01035742,,2311,2024,Office for National Statistics
E01035743,,1652,2024,Office for National Statistics
E01035744,,1408,2024,Office for National Statistics
E01035745,,2089,2024,Office for National Statistics
E01035746,,2017,2024,Office for National Statistics
E01035747,,1436,2024,Office for National Statistics
E01035748,,2143,2024,Office for National Statistics
E01035749,,3424,2024,Office for National Statistics
E01035750,,1222,2024,Office for National Statistics
E01035751,,1888,2024,Office for National Statistics
E01035752,,1599,2024,Office for National Statistics
E01035753,,2467,2024,Office for National Statistics
E01035754,,2095,2024,Office for National Statistics
E01035755,,1663,2024,Office for National Statistics
E01035756,,1616,2024,Office for National Statistics
E01035757,,1253,2024,Office for National Statistics
E01035758,,1216,2024,Office for National Statistics
E01035759,,1592,2024,Office for National Statistics
E01035760,,1827,2024,Office for National Statistics
E01035761,,1955,2024,Office for National Statistics
E01035762,,1560,2024,Office for National Statistics
